id	name	category	in_taxon
obo:go/extensions/reacto.owl#REACTO_R-HSA-428661	SGPL1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5696096	ALDH3B1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-428110	LPP	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-428236	SPHK2	biolink:Gene	NCBITaxon:9606
UniProtKB:Q6ZSJ9-1	SHISA6 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:2442495	Agmo Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:106594	Gk Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1914762	Agpat2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1891341	Lpin2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1891340	Lpin1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:109162	Gpam Mmus	biolink:Gene	NCBITaxon:10090
obo:go/extensions/reacto.owl#REACTO_R-HSA-9014529	TSTD1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1614651	SQR:FAD	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1614521	ETHE1:2Zn2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3928541	EFNBs:p-EPHBs:SFKs:Glu:p-NMDAR:Gly:TIAM1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3928372	EPH-ephrin oligomers	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9028348	p-EPHB:EFNB oligomers	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3928564	RHOA:GTP:ROCK1,ROCK2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-419709	p-LIMK	biolink:Gene	NCBITaxon:9606
MGI:MGI:1354161	Sirt6 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:102744	Nelfe Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:P29459	IL12A Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P29460	IL12B Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q99665	IL12RB2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P30939	HTR1F Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:1933833	Nrg4 Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:Q01973	ROR1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P04626	ERBB2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P24593	IGFBP5 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NX78	TMEM260 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q04912	MST1R Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P08581	MET Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8TD19	NEK9 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q15750	TAB1 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3907283	ACSM2B-like proteins	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3968340	GLYAT-like proteins	biolink:Gene	NCBITaxon:9606
MGI:MGI:109349	Atf2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1932093	Jdp2 Mmus	biolink:Gene	NCBITaxon:10090
RGD:620760	Plk2 Rnor	biolink:Gene	NCBITaxon:10116
obo:go/extensions/reacto.owl#REACTO_R-HSA-200917	FYN	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-389323	Phosphorylated Vav1	biolink:Gene	NCBITaxon:9606
UniProtKB:Q15848	ADIPOQ Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96A54	ADIPOR1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9UKG1	APPL1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8NER5	ACVR1C Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P58166	INHBE Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O60231	DHX16 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P38405	GNAL Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O60266	ADCY3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96RI8	TAAR6 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8NGI8	OR5AN1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q53GT1	KLHL22 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8853807	Mitotic kinase	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9H8P0	SRD5A3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8N5I4	DHRSX Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8874682	HGF:p-4Y-MET dimer,(HGF:p-Y1003,4Y-METdimer)	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5250898	unknown ubiquitin ligase	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-917720	USP8	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6806956	HGF:MET dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6807023	PTPN1,PTPN2	biolink:Gene	NCBITaxon:9606
UniProtKB:O14777	NDC80 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96EB6-2	SIRT1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P08865	RPSA Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O60264	SMARCA5 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-162698	PIGK	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-162810	PGAP1	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NV06	DCAF13 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6798211	BHMT:Zn2+ tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-450272	TRAF6	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9014432	RHOG GEFs	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9014436	RHOG GAPs	biolink:Gene	NCBITaxon:9606
UniProtKB:O75144	ICOSLG Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9Y6W8	ICOS Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q6GMV2	SMYD5 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P62987	UBA52 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-193517	BAAT	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-192320	ACOX2:FAD	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3219435	Cytochrome P450 (CYP7A1 based)	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8980694	RHOA GEFs	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8981636	RHOA GAPs	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-389616	HACL1 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6811623	ALDH3A2-2 dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-389634	PHYH:Fe++	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-389642	PMP34	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6809578	PECR tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1248657	TRAF6 E3/E2 ubiquitin ligase complex	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1248659	RIP2 ubiquitin ligases	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-688989	A20	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NP99	TREM1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NP99-2	TREM1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P09429	HMGB1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96FA3	PELI1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P16104	H2AX Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-429935	DIS3	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-429988	DCPS	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5694064	NT5C3B	biolink:Gene	NCBITaxon:9606
UniProtKB:P07396	OPG062 VACCW	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6813685	NCEH1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-216753	ABCA1 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8937441	CES3	biolink:Gene	NCBITaxon:9606
UniProtKB:P50406	HTR6 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P55210-1	CASP7 Hsap	biolink:Gene	NCBITaxon:9606
GO:0008303	caspase complex	biolink:Gene	NCBITaxon:9606
UniProtKB:Q6PIJ6	FBXO38 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NZQ7	CD274 Hsap	biolink:Gene	NCBITaxon:9606
RGD:3803	Syt1 Rnor	biolink:Gene	NCBITaxon:10116
RGD:619715	Sv2a Rnor	biolink:Gene	NCBITaxon:10116
RGD:71098	Csnk1a1 Rnor	biolink:Gene	NCBITaxon:10116
UniProtKB:Q96EH8	NEURL3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P28562	DUSP1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O15382	BCAT2 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-174155	BTRC:CUL1:SKP1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2161767	CYP(2)	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2161816	CYP(3)	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2162028	CYP(1)	biolink:Gene	NCBITaxon:9606
UniProtKB:O15417	TNRC18 Hsap	biolink:Gene	NCBITaxon:9606
GO:0070822	Sin3-type complex	biolink:Gene	NCBITaxon:9606
UniProtKB:R4GIP2		biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-997387	TDPK	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-964948	THTPA:Mg2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-196971	2xTPK1:Mg2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5215935	SLC25A19	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-199656	SLC19A2/3	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-74186	ATPase	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-187453	ANT homodimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5250205	ARL2:GTP:ARL2BP:SLC25A4	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2975820	Adenylate Kinase	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9033488	PEX2:PEX10:PEX12:Ub:PEX5S,L:PEX1:PEX6:PEX26:ZFAND6	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-870499	FAM	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-996769	KDM1A	biolink:Gene	NCBITaxon:9606
UniProtKB:Q92692	NECTIN2 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1852620	ADAM10/17:Zn2+	biolink:Gene	NCBITaxon:9606
UniProtKB:O00155	GPR25 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1806271	PI4KA/2B	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8867857	OSBPL5,8,10	biolink:Gene	NCBITaxon:9606
MGI:MGI:1338938	Bmpr1a Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:95688	Gdf5 Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:P51671	CCL11 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8WXF1	PSPC1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8WUI4	HDAC7 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q99538	LGMN Hsap	biolink:Gene	NCBITaxon:10090
UniProtKB:Q2M385	MPEG1 Hsap	biolink:Gene	NCBITaxon:10090
UniProtKB:Q8WWF5	ZNRF4 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P56704	WNT3A Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9H237	PORCN Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q92878	RAD50 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NPG8	ZDHHC4 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O95260	ATE1 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6784495	KEOPS complex	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6786606	CDKAL1:4Fe-4S	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-157689	Nuclear Pore Complex (NPC)	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8932767	NSUN6	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6782406	QTRT1:QTRTD1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6782261	DUS2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6782438	THG1L	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6786518	ALKBH8:Fe2+	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6784483	TRIT1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6782334	CTU1:CTU2:thio-URM1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6786515	PUS7	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6782382	NSUN2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6782441	DNMT2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6782313	METTL1:WDR4	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8870279	PUS3	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6782373	PUS1-2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6782329	ADAT1	biolink:Gene	NCBITaxon:9606
UniProtKB:Q96H86	ZNF764 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P04150	NR3C1 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-434469	BCHE	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-561082	OAT2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-9749994	CYP2,3 cytochromes	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-158597	UGT1A6	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2574832	p-T288-AURKA	biolink:Gene	NCBITaxon:9606
UniProtKB:O75844	ZMPSTE24 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O60725	ICMT Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P49354	FNTA Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9UJV9	DDX41 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-110061	DECR1 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-110060	DCI dimer	biolink:Gene	NCBITaxon:9606
UniProtKB:P56524	HDAC4 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P55265	ADAR Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NXC5	MIOS Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2029115	p-VAV family	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1861665	Myosin-X dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-8981940	CDC42:GTP,RAC1:GTP:PAK1,PAK2,PAK3	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-399819	p-S144,T423-PAK1	biolink:Gene	NCBITaxon:9606
UniProtKB:P35579	MYH9 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:96418	Idua Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:96417	Ids Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:Q9BV35	SLC25A23 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q8NE86-3	MCU Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P31946	YWHAB Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P46937-2	YAP1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P35240	NF2 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NY93	DDX56 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P03305		biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2023949	IPPK	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2023924	IP6K1/2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1604596	IPMK	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-6806977	HGF:p-4Y-MET dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1810408	MyrG-p-Y419-SRC	biolink:Gene	NCBITaxon:9606
MGI:MGI:2180337	Zar1 Mmus	biolink:Gene	NCBITaxon:10090
GO:1990529	glycosylphosphatidylinositol-mannosyltransferase I complex	biolink:Gene	NCBITaxon:10090
MGI:MGI:105095	Pgf Mmus	biolink:Gene	NCBITaxon:10090
RGD:620437	Pigl Rnor	biolink:Gene	NCBITaxon:10090
UniProtKB:Q5H8A4	PIGG Hsap	biolink:Gene	NCBITaxon:10090
GO:0042765	GPI-anchor transamidase complex	biolink:Gene	NCBITaxon:10090
GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	biolink:Gene	NCBITaxon:10090
UniProtKB:Q53F39	MPPE1 Hsap	biolink:Gene	NCBITaxon:10090
SGD:S000002710	GPI11 Scer	biolink:Gene	NCBITaxon:10090
WB:WBGene00013039	scav-3 Cele	biolink:Gene	NCBITaxon:10090
UniProtKB:O43303	CCP110 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:1346542	Bace1 Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:Q9NYL2-1	MAP3K20 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q7Z4H4	ADM2 Hsap	biolink:Gene	NCBITaxon:9606
MGI:MGI:3039376	Dnph1 Mmus	biolink:Gene	NCBITaxon:10090
UniProtKB:Q96MU7	YTHDC1 Hsap	biolink:Gene	NCBITaxon:10090
UniProtKB:O75531	BANF1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9BUA3	SPINDOC Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:O95396	MOCS3 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9NQX3-1	GPHN Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q9Y697-2	NFS1 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-211223	active caspase-3	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-389118	CBX4	biolink:Gene	NCBITaxon:9606
UniProtKB:P40305	IFI27 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-974998	KAP1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3296158	CBX4, UHRF2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2993785	PIAS2-1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2997694	PIAS1,4	biolink:Gene	NCBITaxon:9606
UniProtKB:O15130	NPFF Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2046158	CHST2,3,5,6	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-1971540	CHST1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2046221	B3GNT1,2,3,4,7	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-975898	B4GALT1-6 homodimers	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2046170	ST3GAL1-4,6	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-735686	SLC35A2	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5676630	PTPLs	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-4127425	TECR,TECRL	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3878115	ACSL1,3,5,6	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5676213	ELOVL3,6,7	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2901793	ACSL3,4	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3907274	HSD17B3,12	biolink:Gene	NCBITaxon:9606
UniProtKB:P38646	HSPA9 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:P21796	VDAC1 Hsap	biolink:Gene	NCBITaxon:9606
UniProtKB:Q14643	ITPR1 Hsap	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-111408	ADSL tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-500745	DUT trimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-73519	TS dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-73516	DCK dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-3656537	CMPK1, AK1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-500740	DCTD hexamer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-74205	DGUOK dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-73640	RNR (M1M2)	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-111795	RNR (M1M2B)	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-73497	DTYMK dimer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-73501	TK1 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-76542	ADK	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-504052	CTPS tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-73504	UCK1 tetramer	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2396556	SYK/LCK/ZAP-70	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2424465	p-Y172-VAV2,p-Y173-VAV3	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-2424474	p-SYK,p-BTK	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-58268	SYK	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-528072	B4GALT1	biolink:Gene	NCBITaxon:9606
obo:go/extensions/reacto.owl#REACTO_R-HSA-5653881	GLUT1 tetramer	biolink:Gene	NCBITaxon:9606
MGI:MGI:1927169	B4galt5 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:99427	St3gal2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1316659	St3gal3 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:98304	St3gal1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1316743	St3gal4 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1888707	St3gal6 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2152535	B3gnt3 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1919680	B4gat1 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2384394	B3gnt7 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1889505	B3gnt2 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:2680208	B3gnt4 Mmus	biolink:Gene	NCBITaxon:10090
MGI:MGI:1928387	B4galt4 Mmus	biolink:Gene	NCBITaxon:10090
